000	161
001	4
003	25
004	368
005	55
006	25
007	1
008	1
009	1
020	37
030	1
032	1
050	2
053	5
054	3
055	3
057	1
060	3
062	5
070	21
072	3
097	1
100	12
150	57
230	1
300	39
310	7
320	14
330	146
340	2
350	1
355	1
360	4
370	25
380	33
390	1
400	20
420	3
430	4
440	3
500	222
510	184
520	17
530	415
540	352
550	119
560	1
570	164
580	5
590	3
600	50
610	34
620	1046
630	5
650	47
660	52
670	4
690	2
700	3
710	133
720	120
730	3
750	1
770	1
780	14
791	2
800	7
810	2
820	1
830	7
890	1
900	21
930	4
940	2
943	9
