620	362
004	297
530	242
510	152
540	121
500	102
330	75
570	69
550	68
005	39
720	33
710	30
003	17
000	17
520	16
660	16
600	12
650	10
610	10
006	10
150	8
300	6
780	4
310	3
055	3
053	3
400	3
062	3
380	3
320	2
670	2
072	1
070	1
097	1
032	1
390	1
054	1
057	1
230	1
690	1
730	1
560	1
580	1
810	1
001	1
900	1
820	1
